"aid","n.word","n.image","journalist"
"A1638",908,2,"鋼鐵人"
"A1639",1240,4,"鋼鐵人"
"A1640",791,1,"白皇后"
"A1641",933,1,"白皇后"
"A1642",866,2,"鳳凰女"
"A1643",962,1,"鳳凰女"
"A1644",885,1,"暴風女"
"A1645",936,2,"鋼鐵人"
"A1646",981,1,"鋼鐵人"
"A1647",879,2,"鳳凰女"
"A1648",892,1,"鳳凰女"
"A1649",881,1,"白皇后"
"A1650",952,1,"鋼鐵人"
"A1651",904,2,"白皇后"
"A1652",1052,2,"白皇后"
"A1653",863,2,"鳳凰女"
"A1654",790,2,"鳳凰女"
"A1655",926,2,"美國隊長"
"A1656",899,1,"美國隊長"
"A1657",878,2,"鋼鐵人"
"A1658",911,1,"鋼鐵人"
"A1659",826,2,"美國隊長"
"A1660",1064,1,"美國隊長"
"A1661",1028,1,"白皇后"
"A1662",872,1,"白皇后"
"A1663",1038,2,"鋼鐵人"
"A1664",937,3,"鋼鐵人"
"A1665",992,2,"美國隊長"
"A1666",943,1,"鳳凰女"
"A1667",870,1,"鳳凰女"
"A1668",821,1,"白皇后"
"A1669",914,2,"鋼鐵人"
"A1670",1000,2,"鋼鐵人"
"A1671",974,2,"美國隊長"
"A1672",1014,2,"美國隊長"
"A1673",1616,3,"白皇后"
"A1675",911,2,"鋼鐵人"
"A1676",865,2,"鳳凰女"
"A1677",1465,3,"白皇后"
"A1678",857,2,"美國隊長"
"A1679",1003,1,"美國隊長"
"A1680",910,2,"鋼鐵人"
"A1681",881,2,"鋼鐵人"
"A1682",1004,3,"鋼鐵人"
"A1683",914,2,"鳳凰女"
"A1684",853,2,"鳳凰女"
"A1685",775,1,"白皇后"
"A1686",947,1,"白皇后"
"A1687",851,2,"美國隊長"
"A1688",878,2,"美國隊長"
"A1689",924,1,"鋼鐵人"
"A1690",1015,2,"白皇后"
"A1691",903,2,"白皇后"
"A1692",886,1,"鳳凰女"
"A1693",909,1,"鋼鐵人"
"A1694",811,2,"鋼鐵人"
"A1695",1283,2,"白皇后"
"A1696",915,2,"白皇后"
"A1697",895,2,"鳳凰女"
"A1698",1018,2,"美國隊長"
"A1699",860,2,"美國隊長"
"A1700",954,1,"白皇后"
"A1701",937,1,"白皇后"
"A1702",976,1,"鋼鐵人"
"A1703",932,1,"鋼鐵人"
"A1704",809,2,"鳳凰女"
"A1705",888,1,"鳳凰女"
"A1706",1113,2,"美國隊長"
"A1707",1038,1,"美國隊長"
"A1708",937,2,"鳳凰女"
"A1709",981,1,"鳳凰女"
"A1710",969,2,"鋼鐵人"
"A1711",948,1,"美國隊長"
"A1712",1042,1,"美國隊長"
"A1713",974,1,"鳳凰女"
"A1714",947,2,"鋼鐵人"
"A1715",1048,2,"鋼鐵人"
"A1716",897,2,"白皇后"
"A1717",1019,1,"美國隊長"
"A1718",907,2,"鳳凰女"
"A1719",991,1,"鳳凰女"
"A1720",1118,1,"鋼鐵人"
"A1721",1007,1,"鋼鐵人"
"A1722",966,2,"美國隊長"
"A1723",1205,2,"美國隊長"
"A1724",889,2,"白皇后"
"A1725",981,2,"白皇后"
"A1726",875,1,"鳳凰女"
"A1727",897,2,"鳳凰女"
"A1728",1050,1,"美國隊長"
"A1729",978,2,"鋼鐵人"
"A1730",1102,2,"美國隊長"
"A1731",1108,2,"鋼鐵人"
"A1732",986,2,"鋼鐵人"
"A1733",936,2,"鋼鐵人"
"A1734",1033,2,"美國隊長"
"A1735",1039,1,"美國隊長"
"A1736",1030,1,"鋼鐵人"
"A1738",955,2,"美國隊長"
"A1739",954,1,"美國隊長"
"A1740",1037,1,"白皇后"
"A1741",1051,2,"鋼鐵人"
"A1742",997,2,"鋼鐵人"
"A1743",944,1,"白皇后"
"A1744",902,2,"白皇后"
"A1745",871,1,"白皇后"
"A1747",1042,2,"美國隊長"
"A1748",1062,2,"鋼鐵人"
"A1749",1075,2,"鋼鐵人"
"A1750",1067,2,"白皇后"
"A1751",1091,1,"鋼鐵人"
"A1752",1156,1,"鋼鐵人"
"A1753",1059,1,"美國隊長"
"A1754",1114,1,"美國隊長"
"A1755",972,1,"美國隊長"
"A1756",865,2,"美國隊長"
"A1757",938,2,"鋼鐵人"
"A1758",1774,2,"鋼鐵人"
"A1759",1093,2,"白皇后"
"A1760",979,2,"白皇后"
"A1761",915,1,"白皇后"
"A1762",1022,2,"美國隊長"
"A1763",1083,2,"美國隊長"
"A1764",1246,3,"鋼鐵人"
"A1765",1067,2,"美國隊長"
"A1766",1011,2,"美國隊長"
"A1767",1023,1,"鋼鐵人"
"A1768",932,1,"鋼鐵人"
"A1769",987,2,"鋼鐵人"
"A1770",886,2,"白皇后"
"A1771",870,1,"白皇后"
"A1772",1004,2,"鋼鐵人"
"A1773",819,2,"鋼鐵人"
"A1774",955,1,"白皇后"
"A1775",970,2,"白皇后"
"A1776",870,2,"美國隊長"
"A1777",1086,2,"美國隊長"
"A1778",1046,1,"鋼鐵人"
"A1780",1000,2,"美國隊長"
"A1781",1813,2,"美國隊長"
"A1782",976,2,"白皇后"
"A1783",953,2,"美國隊長"
"A1784",996,2,"美國隊長"
"A1785",963,2,"白皇后"
"A1786",958,2,"白皇后"
"A1787",1845,3,"鋼鐵人"
"A1788",1613,3,"鋼鐵人"
"A1789",1050,2,"美國隊長"
"A1790",934,2,"美國隊長"
"A1791",856,1,"白皇后"
"A1792",1047,1,"鋼鐵人"
"A1793",1076,1,"鋼鐵人"
"A1794",1011,2,"鋼鐵人"
"A1795",960,1,"鋼鐵人"
"A1796",868,2,"美國隊長"
"A1797",1023,2,"美國隊長"
"A1798",1033,1,"白皇后"
"A1799",799,2,"白皇后"
"A1800",892,1,"白皇后"
"A1801",860,2,"白皇后"
"A1802",1076,1,"白皇后"
"A1803",1086,2,"美國隊長"
"A1804",1077,1,"美國隊長"
"A1805",1133,2,"鋼鐵人"
"A1806",855,2,"鋼鐵人"
"A1807",971,2,"鋼鐵人"
"A1808",1644,2,"鋼鐵人"
"A1809",1096,2,"美國隊長"
"A1810",1113,2,"美國隊長"
"A1811",942,2,"白皇后"
"A1812",1623,2,"白皇后"
"A1813",888,1,"白皇后"
"A1814",1009,1,"美國隊長"
"A1815",1112,1,"美國隊長"
"A1816",1062,2,"鋼鐵人"
"A1817",1185,3,"鋼鐵人"
"A1818",1039,1,"美國隊長"
"A1819",1044,2,"美國隊長"
"A1820",862,1,"鋼鐵人"
"A1821",944,1,"其他"
"A1822",953,1,"鋼鐵人"
"A1823",906,2,"鋼鐵人"
"A1824",1015,1,"白皇后"
"A1825",927,2,"白皇后"
"A1826",861,1,"美國隊長"
"A1827",1023,2,"美國隊長"
"A1828",1556,2,"鋼鐵人"
"A1829",1027,1,"鋼鐵人"
"A1830",941,2,"美國隊長"
"A1831",901,1,"美國隊長"
"A1832",1604,3,"白皇后"
"A1833",829,1,"白皇后"
"A1834",867,1,"美國隊長"
"A1835",867,1,"美國隊長"
"A1836",1653,3,"美國隊長"
"A1837",1086,1,"白皇后"
"A1838",756,1,"白皇后"
"A1839",1010,1,"鋼鐵人"
"A1840",930,1,"鋼鐵人"
"A1841",902,1,"白皇后"
"A1842",862,1,"白皇后"
"A1843",927,2,"鋼鐵人"
"A1844",777,1,"鋼鐵人"
"A1845",924,1,"鋼鐵人"
"A1846",894,1,"白皇后"
"A1847",731,1,"白皇后"
"A1848",998,1,"美國隊長"
"A1849",918,1,"美國隊長"
"A1850",891,2,"鋼鐵人"
"A1852",822,2,"鋼鐵人"
"A1854",877,2,"美國隊長"
"A1855",908,1,"白皇后"
"A1856",907,1,"白皇后"
"A1857",799,2,"美國隊長"
"A1858",932,1,"暴風女"
"A1859",900,1,"美國隊長"
"A1860",857,2,"白皇后"
"A1861",899,1,"白皇后"
"A1862",899,2,"美國隊長"
"A1863",945,1,"美國隊長"
"A1864",925,1,"白皇后"
"A1865",892,1,"白皇后"
"A1866",882,2,"鋼鐵人"
"A1867",901,2,"美國隊長"
"A1868",929,1,"美國隊長"
"A1869",835,1,"白皇后"
"A1870",1070,1,"白皇后"
"A1871",860,2,"鋼鐵人"
"A1872",953,1,"鋼鐵人"
"A1873",887,2,"鋼鐵人"
"A1874",916,2,"美國隊長"
"A1875",891,2,"美國隊長"
"A1876",1423,3,"白皇后"
"A1877",877,1,"白皇后"
"A1878",837,2,"暴風女"
"A1879",882,2,"鋼鐵人"
"A1880",946,1,"美國隊長"
"A1881",916,2,"美國隊長"
"A1882",818,2,"暴風女"
"A1883",813,2,"暴風女"
"A1884",867,2,"鋼鐵人"
"A1885",981,1,"鋼鐵人"
"A1886",819,2,"美國隊長"
"A1887",969,1,"美國隊長"
"A1888",884,1,"白皇后"
"A1889",905,2,"白皇后"
"A1890",945,1,"鋼鐵人"
"A1891",1043,1,"鋼鐵人"
"A1892",895,2,"暴風女"
"A1893",1691,2,"暴風女"
"A1894",899,1,"白皇后"
"A1895",878,1,"白皇后"
"A1896",939,1,"美國隊長"
"A1897",919,2,"美國隊長"
"A1898",825,2,"暴風女"
"A1899",936,2,"美國隊長"
"A1900",934,1,"鋼鐵人"
"A1901",821,2,"白皇后"
"A1902",904,2,"白皇后"
"A1903",831,2,"鋼鐵人"
"A1904",1226,4,"鋼鐵人"
"A1905",868,2,"白皇后"
"A1906",954,1,"白皇后"
"A1907",927,1,"美國隊長"
"A1908",894,2,"美國隊長"
"A1909",822,2,"暴風女"
"A1910",881,2,"鋼鐵人"
"A1911",862,1,"鋼鐵人"
"A1912",933,1,"美國隊長"
"A1913",1666,2,"鋼鐵人"
"A1914",962,1,"暴風女"
"A1916",908,2,"美國隊長"
"A1917",774,1,"白皇后"
"A1918",860,1,"白皇后"
"A1919",856,1,"白皇后"
"A1920",949,2,"鋼鐵人"
"A1921",895,2,"鋼鐵人"
"A1922",863,2,"暴風女"
"A1923",1081,1,"美國隊長"
"A1924",804,1,"美國隊長"
"A1925",782,1,"暴風女"
"A1926",892,1,"白皇后"
"A1927",924,1,"白皇后"
"A1928",743,2,"鋼鐵人"
"A1929",845,2,"鋼鐵人"
"A1930",876,2,"美國隊長"
"A1931",935,2,"美國隊長"
"A1932",909,2,"暴風女"
"A1933",881,1,"暴風女"
"A1934",958,2,"鋼鐵人"
"A1935",917,2,"鋼鐵人"
"A1936",908,2,"美國隊長"
"A1937",849,2,"白皇后"
"A1938",948,2,"暴風女"
"A1940",948,2,"美國隊長"
"A1941",875,1,"白皇后"
"A1942",854,1,"鋼鐵人"
"A1943",896,2,"鋼鐵人"
"A1944",946,1,"暴風女"
"A1945",915,1,"美國隊長"
"A1946",899,3,"美國隊長"
"A1947",798,1,"白皇后"
"A1948",884,2,"白皇后"
"A1949",934,1,"鋼鐵人"
"A1950",896,1,"鋼鐵人"
"A1951",861,1,"美國隊長"
"A1952",951,1,"暴風女"
"A1953",930,1,"鋼鐵人"
"A1954",902,2,"鋼鐵人"
"A1955",880,1,"白皇后"
"A1956",960,1,"白皇后"
"A1957",1033,2,"美國隊長"
"A1958",987,1,"美國隊長"
"A1959",810,2,"暴風女"
"A1960",794,1,"暴風女"
"A1961",882,2,"鋼鐵人"
"A1962",975,1,"鋼鐵人"
"A1963",949,2,"美國隊長"
"A1964",945,2,"鋼鐵人"
"A1965",963,1,"暴風女"
"A1966",975,1,"鋼鐵人"
"A1967",881,1,"白皇后"
"A1968",1033,1,"白皇后"
"A1969",950,1,"美國隊長"
"A1970",1139,1,"美國隊長"
"A1971",910,1,"白皇后"
"A1972",1770,2,"白皇后"
"A1973",860,1,"暴風女"
"A1974",806,2,"白皇后"
"A1975",1057,2,"鋼鐵人"
"A1976",1103,1,"美國隊長"
"A1977",897,2,"暴風女"
"A1978",928,1,"暴風女"
"A1979",986,1,"暴風女"
"A1980",837,2,"美國隊長"
"A1981",1548,4,"白皇后"
"A1982",864,2,"白皇后"
"A1983",875,2,"鋼鐵人"
"A1984",877,2,"美國隊長"
"A1985",949,2,"暴風女"
"A1986",900,1,"暴風女"
"A1987",788,2,"白皇后"
"A1988",776,1,"白皇后"
"A1989",924,2,"美國隊長"
"A1990",965,2,"美國隊長"
"A1991",943,2,"白皇后"
"A1992",855,1,"白皇后"
"A1993",917,1,"暴風女"
"A1994",1010,1,"暴風女"
"A1995",983,2,"美國隊長"
"A1996",917,2,"美國隊長"
"A1997",789,1,"白皇后"
"A1998",1667,3,"鋼鐵人"
"A1999",907,2,"暴風女"
"A2000",947,2,"鋼鐵人"
"A2001",791,2,"鋼鐵人"
"A2002",1030,1,"美國隊長"
"A2003",910,2,"美國隊長"
"A2004",1012,1,"暴風女"
"A2005",898,2,"白皇后"
"A2006",944,2,"白皇后"
"A2007",919,1,"美國隊長"
"A2008",894,1,"美國隊長"
"A2009",876,2,"暴風女"
"A2010",907,1,"鋼鐵人"
"A2011",1384,3,"鋼鐵人"
"A2012",948,2,"鋼鐵人"
"A2013",960,1,"美國隊長"
"A2015",1620,3,"暴風女"
"A2016",911,2,"暴風女"
"A2017",1444,3,"暴風女"
"A2018",848,1,"黑寡婦"
"A2019",1034,1,"鋼鐵人"
"A2020",963,2,"美國隊長"
"A2021",1008,1,"黑寡婦"
"A2022",974,1,"暴風女"
"A2023",809,2,"暴風女"
"A2024",1001,1,"鋼鐵人"
"A2025",1039,1,"鋼鐵人"
"A2026",920,2,"暴風女"
"A2027",887,1,"美國隊長"
"A2028",940,1,"美國隊長"
"A2029",839,2,"黑寡婦"
"A2030",1000,2,"鋼鐵人"
"A2031",1819,2,"美國隊長"
"A2032",979,2,"美國隊長"
"A2033",859,2,"暴風女"
"A2034",810,2,"黑寡婦"
"A2035",826,2,"鋼鐵人"
"A2036",1011,2,"鋼鐵人"
"A2037",933,2,"美國隊長"
"A2038",1055,1,"美國隊長"
"A2039",947,1,"白皇后"
"A2040",878,2,"黑寡婦"
"A2041",762,2,"鋼鐵人"
"A2042",1027,1,"鋼鐵人"
"A2043",1026,1,"鋼鐵人"
"A2044",965,1,"美國隊長"
"A2045",845,1,"暴風女"
"A2046",917,1,"暴風女"
"A2047",809,2,"黑寡婦"
"A2048",1043,1,"美國隊長"
"A2049",1031,2,"白皇后"
"A2050",1644,4,"鋼鐵人"
"A2051",1130,1,"美國隊長"
"A2052",991,1,"美國隊長"
"A2053",880,1,"鋼鐵人"
"A2054",915,1,"黑寡婦"
"A2055",868,2,"暴風女"
"A2056",837,1,"暴風女"
"A2057",923,2,"美國隊長"
"A2058",896,2,"美國隊長"
"A2059",874,1,"暴風女"
"A2060",909,1,"暴風女"
"A2061",879,2,"美國隊長"
"A2062",930,2,"鋼鐵人"
"A2063",1010,2,"黑寡婦"
"A2064",1085,1,"暴風女"
"A2065",1471,4,"鋼鐵人"
"A2066",932,1,"鋼鐵人"
"A2067",945,1,"美國隊長"
"A2068",894,1,"美國隊長"
"A2069",915,1,"暴風女"
"A2070",916,1,"暴風女"
"A2071",1567,3,"黑寡婦"
"A2072",863,2,"黑寡婦"
"A2073",1012,2,"美國隊長"
"A2074",1058,1,"美國隊長"
"A2075",910,2,"暴風女"
"A2076",881,1,"暴風女"
"A2077",922,1,"鋼鐵人"
"A2078",913,2,"鋼鐵人"
"A2079",917,1,"黑寡婦"
"A2080",1054,1,"美國隊長"
"A2081",906,1,"暴風女"
"A2082",1495,4,"鋼鐵人"
"A2083",790,2,"黑寡婦"
"A2084",964,2,"美國隊長"
"A2085",970,1,"黑寡婦"
"A2086",979,1,"暴風女"
"A2087",843,1,"暴風女"
"A2088",1021,1,"鋼鐵人"
"A2089",893,1,"美國隊長"
"A2090",1046,1,"美國隊長"
"A2091",863,2,"暴風女"
"A2092",818,1,"暴風女"
"A2093",901,1,"黑寡婦"
"A2094",834,2,"黑寡婦"
"A2095",1858,3,"鋼鐵人"
"A2096",1003,1,"鋼鐵人"
"A2098",995,1,"暴風女"
"A2099",911,1,"黑寡婦"
"A2100",1005,1,"鋼鐵人"
"A2101",1003,2,"美國隊長"
"A2102",883,2,"暴風女"
"A2103",868,1,"鋼鐵人"
"A2104",1024,1,"暴風女"
"A2105",956,1,"暴風女"
"A2106",1102,1,"黑寡婦"
"A2107",1011,1,"鋼鐵人"
"A2108",964,2,"美國隊長"
"A2109",986,1,"美國隊長"
"A2110",979,1,"鋼鐵人"
"A2111",887,1,"美國隊長"
"A2112",898,2,"美國隊長"
"A2113",1002,1,"鋼鐵人"
"A2114",971,1,"鋼鐵人"
"A2115",943,2,"暴風女"
"A2116",997,1,"暴風女"
"A2117",854,1,"黑寡婦"
"A2118",838,2,"美國隊長"
"A2119",918,1,"鋼鐵人"
"A2120",987,1,"暴風女"
"A2121",912,2,"黑寡婦"
"A2122",1115,1,"白皇后"
"A2123",917,1,"鋼鐵人"
"A2124",901,1,"暴風女"
"A2125",969,1,"黑寡婦"
"A2126",883,2,"美國隊長"
"A2127",892,2,"美國隊長"
"A2128",1010,1,"鋼鐵人"
"A2129",889,2,"其他"
"A2130",905,2,"鋼鐵人"
"A2131",947,1,"美國隊長"
"A2132",897,2,"美國隊長"
"A2133",775,2,"白皇后"
"A2134",837,2,"白皇后"
"A2135",848,2,"暴風女"
"A2136",910,1,"暴風女"
"A2137",1656,3,"鋼鐵人"
"A2138",901,2,"鋼鐵人"
"A2139",898,1,"美國隊長"
"A2140",941,1,"美國隊長"
"A2141",858,2,"白皇后"
"A2142",844,2,"暴風女"
"A2143",978,1,"白皇后"
"A2144",843,2,"鋼鐵人"
"A2145",936,2,"暴風女"
"A2146",1110,1,"美國隊長"
"A2147",908,2,"暴風女"
"A2148",881,2,"鋼鐵人"
"A2149",844,2,"美國隊長"
"A2150",889,2,"白皇后"
"A2151",861,1,"白皇后"
"A2152",925,1,"白皇后"
"A2153",956,1,"美國隊長"
"A2154",931,1,"鋼鐵人"
"A2155",808,2,"暴風女"
"A2156",893,2,"美國隊長"
"A2157",937,1,"白皇后"
"A2158",971,1,"暴風女"
"A2159",1722,3,"鋼鐵人"
"A2160",986,1,"鋼鐵人"
"A2161",1015,1,"黑寡婦"
"A2162",887,2,"鋼鐵人"
"A2163",925,2,"暴風女"
"A2164",809,2,"美國隊長"
"A2165",849,1,"暴風女"
"A2166",918,2,"美國隊長"
"A2167",884,2,"白皇后"
"A2168",1736,2,"白皇后"
"A2169",820,1,"暴風女"
"A2170",1003,2,"美國隊長"
"A2172",790,2,"暴風女"
"A2173",968,1,"黑寡婦"
"A2174",976,2,"白皇后"
"A2175",816,2,"美國隊長"
"A2176",917,2,"鋼鐵人"
"A2177",914,2,"鋼鐵人"
"A2178",930,2,"白皇后"
"A2179",887,1,"白皇后"
"A2180",1110,1,"黑寡婦"
"A2181",748,2,"暴風女"
"A2182",931,1,"暴風女"
"A2183",840,2,"鋼鐵人"
"A2184",899,2,"鋼鐵人"
"A2185",1559,3,"白皇后"
"A2186",962,1,"白皇后"
"A2187",982,1,"美國隊長"
"A2188",960,1,"暴風女"
"A2189",828,2,"美國隊長"
"A2190",848,2,"暴風女"
"A2191",846,2,"鋼鐵人"
"A2192",993,1,"暴風女"
"A2193",986,1,"暴風女"
"A2194",960,1,"美國隊長"
"A2195",940,2,"白皇后"
"A2196",930,1,"黑寡婦"
"A2197",870,2,"暴風女"
"A2198",926,2,"美國隊長"
"A2199",937,2,"暴風女"
"A2200",940,2,"美國隊長"
"A2201",875,1,"白皇后"
"A2202",875,2,"鋼鐵人"
"A2203",772,2,"白皇后"
"A2204",849,1,"鋼鐵人"
"A2205",1623,4,"鋼鐵人"
"A2206",923,1,"白皇后"
"A2207",914,1,"美國隊長"
"A2208",888,2,"暴風女"
"A2209",903,2,"美國隊長"
"A2210",889,2,"鋼鐵人"
"A2211",937,2,"鋼鐵人"
"A2212",961,2,"白皇后"
"A2213",818,2,"暴風女"
"A2214",889,2,"美國隊長"
"A2215",902,1,"白皇后"
"A2216",1231,4,"鋼鐵人"
"A2217",908,2,"暴風女"
"A2218",899,2,"鋼鐵人"
"A2219",938,2,"白皇后"
"A2220",886,2,"美國隊長"
"A2221",917,2,"鋼鐵人"
"A2222",898,2,"美國隊長"
"A2223",940,2,"白皇后"
"A2224",965,1,"暴風女"
"A2225",969,1,"鋼鐵人"
"A2226",920,2,"美國隊長"
"A2227",890,2,"白皇后"
"A2228",870,2,"暴風女"
"A2229",888,2,"暴風女"
"A2230",822,2,"美國隊長"
"A2231",939,2,"黑寡婦"
"A2232",940,2,"美國隊長"
"A2233",874,2,"鋼鐵人"
"A2234",938,2,"白皇后"
"A2235",835,2,"鋼鐵人"
"A2236",920,2,"暴風女"
"A2237",913,1,"鋼鐵人"
"A2238",861,2,"黑寡婦"
"A2239",871,2,"暴風女"
"A2240",825,2,"暴風女"
"A2241",927,1,"美國隊長"
"A2242",898,2,"白皇后"
"A2243",795,1,"美國隊長"
"A2244",851,2,"黑寡婦"
"A2245",908,2,"白皇后"
"A2246",919,1,"暴風女"
"A2247",854,1,"鋼鐵人"
"A2248",883,2,"鋼鐵人"
"A2249",856,1,"白皇后"
"A2251",895,2,"黑寡婦"
"A2252",943,2,"暴風女"
"A2253",858,2,"暴風女"
"A2254",812,2,"美國隊長"
"A2255",882,3,"鋼鐵人"
"A2256",832,2,"美國隊長"
"A2257",867,1,"鋼鐵人"
"A2258",1239,3,"美國隊長"
"A2259",632,1,"暴風女"
"A2260",587,3,"白皇后"
"A2261",826,2,"美國隊長"
"A2262",846,2,"白皇后"
"A2263",906,1,"鋼鐵人"
"A2264",708,2,"暴風女"
"A2265",854,2,"黑寡婦"
"A2266",834,2,"白皇后"
"A2267",846,2,"黑寡婦"
"A2268",768,2,"白皇后"
"A2269",839,2,"鋼鐵人"
"A2270",855,2,"鋼鐵人"
"A2271",906,2,"美國隊長"
"A2272",886,1,"暴風女"
"A2274",936,2,"暴風女"
"A2275",946,2,"黑寡婦"
"A2276",910,1,"其他"
"A2277",751,1,"暴風女"
"A2278",905,1,"美國隊長"
"A2279",951,2,"鋼鐵人"
"A2280",963,1,"其他"
"A2281",718,2,"暴風女"
"A2282",975,2,"美國隊長"
"A2283",946,1,"鋼鐵人"
"A2284",960,1,"美國隊長"
"A2285",891,2,"鋼鐵人"
"A2286",869,2,"鋼鐵人"
"A2287",827,2,"黑寡婦"
"A2288",1580,2,"其他"
"A2289",749,2,"暴風女"
"A2290",874,1,"白皇后"
"A2291",824,2,"白皇后"
"A2292",953,2,"美國隊長"
"A2293",801,1,"暴風女"
"A2294",922,1,"黑寡婦"
"A2295",857,2,"暴風女"
"A2296",900,1,"鋼鐵人"
"A2297",953,1,"鋼鐵人"
"A2298",931,1,"暴風女"
"A2299",840,2,"白皇后"
"A2300",902,2,"美國隊長"
"A2301",891,2,"暴風女"
"A2302",830,2,"白皇后"
"A2303",881,1,"美國隊長"
"A2304",844,2,"鋼鐵人"
"A2305",812,2,"白皇后"
"A2306",727,1,"白皇后"
"A2307",953,2,"美國隊長"
"A2308",861,1,"美國隊長"
"A2309",880,2,"暴風女"
"A2310",859,2,"暴風女"
"A2311",826,2,"白皇后"
"A2312",902,2,"美國隊長"
"A2313",841,2,"暴風女"
"A2314",856,2,"暴風女"
"A2315",887,1,"鋼鐵人"
"A2316",854,3,"鋼鐵人"
"A2317",899,2,"美國隊長"
"A2318",915,2,"美國隊長"
"A2319",847,1,"暴風女"
"A2320",807,1,"白皇后"
"A2321",887,2,"鋼鐵人"
"A2323",940,1,"鋼鐵人"
"A2324",911,1,"暴風女"
"A2325",939,1,"美國隊長"
"A2326",822,2,"暴風女"
"A2327",1281,2,"美國隊長"
"A2328",911,1,"鋼鐵人"
"A2329",901,1,"鋼鐵人"
"A2330",887,1,"白皇后"
"A2331",872,1,"白皇后"
"A2332",941,1,"美國隊長"
"A2334",1511,2,"鋼鐵人"
"A2335",859,2,"白皇后"
"A2336",843,2,"美國隊長"
"A2337",865,2,"暴風女"
"A2338",912,1,"美國隊長"
"A2339",910,1,"鋼鐵人"
"A2340",910,1,"鋼鐵人"
"A2341",910,2,"白皇后"
"A2342",918,2,"美國隊長"
"A2343",961,1,"鋼鐵人"
"A2344",872,2,"鋼鐵人"
"A2345",953,2,"美國隊長"
"A2346",815,2,"白皇后"
"A2347",776,2,"暴風女"
"A2348",820,2,"白皇后"
"A2349",929,2,"暴風女"
"A2350",862,2,"鋼鐵人"
"A2351",908,2,"鋼鐵人"
"A2353",902,2,"暴風女"
"A2355",858,2,"白皇后"
"A2356",884,1,"暴風女"
"A2357",844,1,"暴風女"
"A2358",859,1,"美國隊長"
"A2359",826,2,"美國隊長"
"A2360",888,2,"白皇后"
"A2361",1714,3,"其他"
"A2362",932,1,"白皇后"
"A2363",829,2,"其他"
"A2364",839,2,"白皇后"
"A2365",787,1,"鋼鐵人"
"A2366",943,2,"美國隊長"
"A2367",830,2,"美國隊長"
"A2368",897,1,"美國隊長"
"A2369",865,1,"白皇后"
"A2370",896,2,"美國隊長"
"A2371",884,1,"白皇后"
"A2372",809,1,"暴風女"
"A2373",929,1,"鋼鐵人"
"A2374",815,2,"其他"
"A2375",837,2,"暴風女"
"A2376",771,2,"暴風女"
"A2377",872,2,"美國隊長"
"A2378",837,2,"白皇后"
"A2379",935,1,"鋼鐵人"
"A2380",885,2,"白皇后"
"A2381",890,2,"美國隊長"
"A2382",875,1,"鋼鐵人"
"A2383",875,2,"鋼鐵人"
"A2384",860,2,"鋼鐵人"
"A2385",905,2,"鋼鐵人"
"A2386",879,2,"暴風女"
"A2387",860,1,"暴風女"
"A2388",935,2,"美國隊長"
"A2389",921,2,"白皇后"
"A2390",851,1,"白皇后"
"A2391",860,2,"美國隊長"
"A2392",913,2,"鋼鐵人"
"A2393",834,2,"鋼鐵人"
"A2394",910,2,"暴風女"
"A2395",960,1,"美國隊長"
"A2396",935,2,"暴風女"
"A2397",885,1,"美國隊長"
"A2398",807,2,"白皇后"
"A2399",831,2,"暴風女"
"A2400",815,2,"暴風女"
"A2401",904,1,"鋼鐵人"
"A2402",885,2,"鋼鐵人"
"A2403",809,2,"美國隊長"
"A2404",794,2,"浩克"
"A2405",841,2,"鋼鐵人"
"A2406",854,2,"美國隊長"
