MovieID,Year,Class,G,PG,PG-13,R,NR,CompHigh,CompMed,CompLow,StarHigh,StarMed,StarLow,Sci_Fi,HistEpicDrama,ModernDrama,Political,Thriller,Horror,Comedy,Cartoon,Action,Docum,TechHigh,TechMedium,TechLow,Sequel,NoScreens,Revenue,LT_1M,1M_10M,10M_20M,20M_40M,40M_65M,65M_100M,100M_150M,150M_200M,GT_200M
153,2004,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,127,2712000,0,1,0,0,0,0,0,0,0
154,2005,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2189,,0,0,0,1,0,0,0,0,0
155,2005,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3853,,0,0,0,0,0,0,0,0,1
156,2004,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,675,13464000,0,0,1,0,0,0,0,0,0
157,2004,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3054,85974000,0,0,0,0,0,1,0,0,0
158,2004,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,328,7653000,0,1,0,0,0,0,0,0,0
159,2004,5,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1963,45490000,0,0,0,0,1,0,0,0,0
160,2004,6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3490,95149000,0,0,0,0,0,1,0,0,0
161,2004,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2280,9026000,0,1,0,0,0,0,0,0,0
162,2004,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2323,14335000,0,0,1,0,0,0,0,0,0
163,2005,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2506,,0,0,0,0,0,1,0,0,0
164,2004,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1189,11000000,0,0,1,0,0,0,0,0,0
165,2005,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1011,,0,0,1,0,0,0,0,0,0
166,2005,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3111,,0,0,0,1,0,0,0,0,0
167,2005,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3219,,0,0,0,0,1,0,0,0,0
168,2005,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2505,,0,0,0,1,0,0,0,0,0
169,2005,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2517,,0,0,0,1,0,0,0,0,0
170,2005,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,983,,0,0,1,0,0,0,0,0,0
171,2004,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3933,261290000,0,0,0,0,0,0,0,0,1
172,2004,5,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,3057,59342000,0,0,0,0,1,0,0,0,0
173,2005,6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3045,,0,0,0,0,0,1,0,0,0
174,2004,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2836,46214000,0,0,0,0,1,0,0,0,0
175,2005,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3131,,0,0,0,0,0,0,0,0,1
176,2005,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2183,,0,0,0,1,0,0,0,0,0
177,2005,4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,929,,0,0,0,1,0,0,0,0,0
178,2005,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3185,,0,0,0,0,1,0,0,0,0
179,2005,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2810,,0,0,0,0,0,1,0,0,0
180,2004,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2474,75236000,0,0,0,0,0,1,0,0,0
181,2004,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1098,33988000,0,0,0,1,0,0,0,0,0
182,2005,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3424,,0,0,0,0,0,1,0,0,0
183,2005,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3495,,0,0,0,1,0,0,0,0,0
184,2004,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3317,40173000,0,0,0,0,1,0,0,0,0
185,2005,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,18,,1,0,0,0,0,0,0,0,0
186,2004,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,116,3974000,0,1,0,0,0,0,0,0,0
187,2005,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,127,,1,0,0,0,0,0,0,0,0
188,2005,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,522,,0,0,1,0,0,0,0,0,0
189,2005,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2090,,0,0,1,0,0,0,0,0,0
190,2004,6,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2375,94133000,0,0,0,0,0,1,0,0,0
191,2004,9,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3408,370233000,0,0,0,0,0,0,0,0,1
192,2005,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3204,,0,0,0,0,1,0,0,0,0
193,2004,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2763,32004000,0,0,0,1,0,0,0,0,0
194,2005,5,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3005,,0,0,0,0,1,0,0,0,0
195,2005,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3200,,0,0,0,0,0,1,0,0,0
196,2005,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3160,,0,0,0,0,0,0,1,0,0
197,2005,4,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3138,,0,0,0,1,0,0,0,0,0
198,2005,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3098,,0,0,0,1,0,0,0,0,0
199,2005,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3232,,0,0,0,1,0,0,0,0,0
200,2004,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3612,120777000,0,0,0,0,0,0,1,0,0
201,2004,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2736,21773000,0,0,0,1,0,0,0,0,0
202,2004,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3020,114243000,0,0,0,0,0,0,1,0,0
203,2004,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2801,23905000,0,0,0,1,0,0,0,0,0
204,2005,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2502,,0,0,0,1,0,0,0,0,0
205,2004,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,11,0,0,0,1,0,0,0,1,0,2208,10362000,0,0,1,0,0,0,0,0,0
206,2004,6,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,3401,80259000,0,0,0,0,0,1,0,0,0
207,2005,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37,,1,0,0,0,0,0,0,0,0
208,2005,6,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2814,,0,0,0,0,0,1,0,0,0
209,2005,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1661,,0,0,1,0,0,0,0,0,0
210,2005,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2949,,0,0,0,0,0,1,0,0,0
211,2005,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3451,,0,0,0,0,0,0,0,1,0
212,2004,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3243,171150000,0,0,0,0,0,0,0,1,0
213,2004,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2027,6427000,0,1,0,0,0,0,0,0,0
214,2005,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2040,,0,1,0,0,0,0,0,0,0
215,2005,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2529,,0,0,1,0,0,0,0,0,0
216,2004,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3004,61188000,0,0,0,0,1,0,0,0,0
217,2005,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2448,,0,0,0,0,1,0,0,0,0
218,2005,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1239,,0,0,0,1,0,0,0,0,0
219,2005,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1704,,0,0,0,1,0,0,0,0,0
220,2004,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2598,12831000,0,0,1,0,0,0,0,0,0
221,2005,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3134,,0,0,0,0,1,0,0,0,0
222,2004,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3001,36538000,0,0,0,1,0,0,0,0,0
223,2005,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1335,,0,0,0,1,0,0,0,0,0
224,2005,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2437,,0,0,0,1,0,0,0,0,0
225,2004,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,64,2139000,0,1,0,0,0,0,0,0,0
226,2004,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3150,75253000,0,0,0,0,0,1,0,0,0
227,2005,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3520,,0,0,0,0,1,0,0,0,0
228,2004,7,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2530,101270000,0,0,0,0,0,0,1,0,0
229,2005,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1166,,0,0,1,0,0,0,0,0,0
230,2004,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,383,6134000,0,1,0,0,0,0,0,0,0
231,2004,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2808,16965000,0,0,1,0,0,0,0,0,0
232,2004,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3855,249359000,0,0,0,0,0,0,0,0,1
233,2004,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2848,16532000,0,0,1,0,0,0,0,0,0
234,2004,5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3018,47885000,0,0,0,0,1,0,0,0,0
235,2005,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3790,,0,0,0,0,0,0,0,0,1
236,2004,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,37,1094000,0,1,0,0,0,0,0,0,0
237,2004,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3185,88200000,0,0,0,0,0,1,0,0,0
238,2004,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2813,41815000,0,0,0,0,1,0,0,0,0
239,2004,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2473,40203000,0,0,0,0,1,0,0,0,0
240,2004,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2062,17016000,0,0,1,0,0,0,0,0,0
241,2004,6,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2867,65949000,0,0,0,0,0,1,0,0,0
242,2005,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3480,,0,0,0,1,0,0,0,0,0
243,2004,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,976000,1,0,0,0,0,0,0,0,0
244,2005,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2814,,0,0,0,1,0,0,0,0,0
245,2004,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3290,125486000,0,0,0,0,0,0,1,0,0
246,2005,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3654,,0,0,0,0,0,0,0,1,0
247,2005,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3858,,0,0,0,0,0,0,0,0,1
248,2004,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2711,64956000,0,0,0,0,1,0,0,0,0
249,2005,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2820,,0,0,0,0,1,0,0,0,0
250,2005,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2253,,0,0,0,1,0,0,0,0,0
251,2005,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2505,,0,0,0,0,1,0,0,0,0
252,2005,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1555,,0,1,0,0,0,0,0,0,0
253,2004,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2542,57824500,0,0,0,0,1,0,0,0,0
254,2005,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1905,,0,0,0,0,1,0,0,0,0
255,2005,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1608,,0,0,1,0,0,0,0,0,0
256,2004,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2149,22811000,0,0,0,1,0,0,0,0,0
257,2004,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1807,4921000,0,1,0,0,0,0,0,0,0
258,2004,5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1411,51390000,0,0,0,0,1,0,0,0,0
259,2004,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2645,16248000,0,0,1,0,0,0,0,0,0
260,2004,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2544,17718000,0,0,1,0,0,0,0,0,0
261,2004,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2620,32750000,0,0,0,1,0,0,0,0,0
262,2005,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3216,,0,0,0,0,1,0,0,0,0
263,2005,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1837,,0,0,0,1,0,0,0,0,0
264,2005,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1348,,0,0,0,1,0,0,0,0,0
265,2005,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,82,,0,0,1,0,0,0,0,0,0
266,2005,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,75,,1,0,0,0,0,0,0,0,0
267,2004,5,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,2784,58946000,0,0,0,0,1,0,0,0,0
268,2005,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2805,,0,0,1,0,0,0,0,0,0
269,2005,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3470,,0,0,0,0,1,0,0,0,0
270,2004,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2449,17848000,0,0,1,0,0,0,0,0,0
271,2005,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2659,,0,0,0,1,0,0,0,0,0
272,2004,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1501,8570000,0,1,0,0,0,0,0,0,0
273,2004,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1601,5858000,0,1,0,0,0,0,0,0,0
274,2004,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1024,44518000,0,0,0,0,1,0,0,0,0
275,2005,9,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3627,,0,0,0,0,0,0,0,0,1
276,2005,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3181,,0,0,0,0,0,0,1,0,0
277,2004,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2148,14428000,0,0,1,0,0,0,0,0,0
278,2004,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2411,19743000,0,0,1,0,0,0,0,0,0
279,2005,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3230,,0,0,0,0,0,1,0,0,0
280,2005,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3785,,0,0,0,0,0,1,0,0,0
281,2005,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1775,,0,0,0,0,1,0,0,0,0
282,2004,5,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3043,59342000,0,0,0,0,1,0,0,0,0
283,2005,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3658,,0,0,0,0,0,0,1,0,0
284,2005,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3656,,0,0,0,0,1,0,0,0,0
285,2005,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1666,,0,0,0,1,0,0,0,0,0
286,2005,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3211,,0,0,0,0,0,1,0,0,0
287,2005,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1853,,0,0,0,1,0,0,0,0,0
288,2005,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1703,,0,0,0,0,1,0,0,0,0
289,2005,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2297,,0,0,1,0,0,0,0,0,0
290,2005,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1810,,0,0,1,0,0,0,0,0,0
291,2005,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3575,,0,0,0,0,0,0,0,1,0
292,2004,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,107,4091000,0,1,0,0,0,0,0,0,0
293,2004,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3580,129025000,0,0,0,0,0,0,1,0,0
294,2005,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3320,,0,0,0,0,1,0,0,0,0
295,2005,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2972,,0,0,0,1,0,0,0,0,0
296,2005,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,920,,0,0,1,0,0,0,0,0,0
297,2004,6,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3065,67249000,0,0,0,0,0,1,0,0,0
298,2004,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1786,70438000,0,0,0,0,0,1,0,0,0
299,2005,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2447,,0,0,0,1,0,0,0,0,0
300,2005,9,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3663,,0,0,0,0,0,0,0,0,1
301,2004,4,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1357,34126000,0,0,0,1,0,0,0,0,0
302,2004,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2215,13351000,0,0,1,0,0,0,0,0,0
303,2005,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1865,,0,0,1,0,0,0,0,0,0
304,2005,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3183,,0,0,0,1,0,0,0,0,0
305,2004,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2604,20901000,0,0,0,1,0,0,0,0,0
306,2004,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1303,11540000,0,0,1,0,0,0,0,0,0
307,2005,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1761,,0,0,1,0,0,0,0,0,0
308,2005,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3127,,0,0,0,1,0,0,0,0,0
309,2005,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2016,,0,0,1,0,0,0,0,0,0
